place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
diyatha uyana,colombo,4 months ago,nice waterfront park spend quality time family children parking need payment entrance free shops dine also ample space children play little crowded yet clean nice place spend time,,,,,,,,,,
diyatha uyana,colombo,4 months ago,nice place visit family especially evening time try different food options food courts small aquarium ample parking space available also good place buy plants,,,,,,,,,,
diyatha uyana,colombo,11 months ago,occasionally visit place first time added review nice well maintained place visit friends family good evening walking path relaxing walk,,,,,,,,,,
diyatha uyana,colombo,a year ago,free public place charge enter clean facilities free charge food shops flower plant shops different types shops separate places children play recommend,,,,,,,,,,
diyatha uyana,colombo,9 months ago,large park located heart good place spend time family friends colleagues et long walking paths lake aquarium also good food court available tasty foods,,,,,,,,,,
diyatha uyana,colombo,5 days ago,great place buy plants pots items good food stalls food bit expensive,,,,,,,,,,
diyatha uyana,colombo,6 months ago,release beautiful around many sit play stay many,,,,,,,,,,
diyatha uyana,colombo,5 years ago,really beautiful place visit family friends lovely walk pathways paved cool breeze near lake play area get meals,,,,,,,,,,
diyatha uyana,colombo,2 months ago,colombo best place free everyone big small fun good condition sanitary cabins kept clean also get dirt railway station,,,,,,,,,,
diyatha uyana,colombo,4 months ago,ideal place walk quick bargain sell food handcrafts garments plants et beautifully designed landscaped walking paths lakes areas aquarium relaxing peaceful parking fee applies,,,,,,,,,,
diyatha uyana,colombo,7 months ago,superb place boat ride food drink plants parking children park et,,,,,,,,,,
diyatha uyana,colombo,a year ago,nice place chill grab food also great place buy shop plants different venue also place get fish therapy,,,,,,,,,,
diyatha uyana,colombo,a year ago,visit walking come children  park picnic tables place open clean clam palace bring garbage,,,,,,,,,,
diyatha uyana,colombo,2 years ago,best place early morning evening play area walk way train restaurant plant sale great food stalls great relax unwind party,,,,,,,,,,
diyatha uyana,colombo,5 years ago,nice place spend evening nothing much though aquarium track walk place children play food court seating space mid noon,,,,,,,,,,
diyatha uyana,colombo,3 months ago,great place shoot videos pictures even work laptop want crowded ample space sit chill us also food court,,,,,,,,,,
diyatha uyana,colombo,5 years ago,nice park located close colombo many extensions park big enough provide variety experiences parking limited park side plenty small cares shops,,,,,,,,,,
diyatha uyana,colombo,a year ago,good place spend time family friends food court stalls buy hand made items food court buy rice hot dogs ice cream drinks reasonable price starting lar suggest better visit day time hot,,,,,,,,,,
diyatha uyana,colombo,7 months ago,highly recommended visit weekdays based experience calm peaceful place,,,,,,,,,,
diyatha uyana,colombo,4 years ago,nice place spend time city many junk foods available expensive taste shown many spend day friends family clean place every time clean,,,,,,,,,,
diyatha uyana,colombo,3 years ago,much nicer get away busy colombo combination open market walking path,,,,,,,,,,
diyatha uyana,colombo,3 months ago,suggest local food varieties bit dinning area,,,,,,,,,,
diyatha uyana,colombo,3 months ago,place relax colombo tasty food available reasonable price kids pay areas available ideal visit evening usually crowded,,,,,,,,,,
diyatha uyana,colombo,a year ago,luckily found place breathe fresh away city place good pick spend free time loved family tree lines comfort eyes green surrounding place,,,,,,,,,,
diyatha uyana,colombo,2 months ago,nice place evening family friends parking made since months usually due weekdays,,,,,,,,,,
diyatha uyana,colombo,5 years ago,clam near place relax spend timeshare entrance fee vehicle parking fee washroom clean lot food stalls around parking,,,,,,,,,,
diyatha uyana,colombo,a month ago,place one shopping clothes like mini market includes park food court restaurant open space place food court includes boat ride station awesome food place bar,,,,,,,,,,
diyatha uyana,colombo,9 months ago,great sky view evening sometimes best thing love place,,,,,,,,,,
diyatha uyana,colombo,5 years ago,good place hang friends family downside get quite crowded evenings,,,,,,,,,,
diyatha uyana,colombo,5 months ago,one must visit places colombo good running track nice views lake good food varieties food court nice aquarium shopping area also play area,,,,,,,,,,
diyatha uyana,colombo,a week ago,got place spend free time good view take food park bow eat food  court,,,,,,,,,,
diyatha uyana,colombo,10 months ago,good addition colombo life lovely play area need pay entrance fee station lava play area need pay rides separately,,,,,,,,,,
diyatha uyana,colombo,6 years ago,place spend time loved period place opened food shops superb enough stalls shopping quality food shops doesn't high,,,,,,,,,,
diyatha uyana,colombo,4 years ago,good place relax near foods buy flower plans pots cloths fish accessories place recommend couples families therapy also fish,,,,,,,,,,
diyatha uyana,colombo,a year ago,boat tour pleasant area parking available free charge bike,,,,,,,,,,
diyatha uyana,colombo,a year ago,restaurant sri lanka near crossroads waters edge park built marshy territory along banks ya open publicity located,,,,,,,,,,
diyatha uyana,colombo,3 weeks ago,sundae usually crowded good place stay calm,,,,,,,,,,
diyatha uyana,colombo,3 years ago,place good family kids play area available beware eating restaurants specially pan rice junk food,,,,,,,,,,
diyatha uyana,colombo,5 months ago,recently visited park must say thoroughly impressed park clean plenty green space variety trees flowers numerous walking paths wind throughout,,,,,,,,,,
diyatha uyana,colombo,4 years ago,good place taste local food juices india food buy staff market,,,,,,,,,,
diyatha uyana,colombo,2 months ago,good place buy plants  even view place also interesting many different pots many small place foods like u going picnics like,,,,,,,,,,
diyatha uyana,colombo,a year ago,place spend free time city colombo also fish tank boating facilities also available suitable place visit children,,,,,,,,,,
diyatha uyana,colombo,2 months ago,better could really crowded average place roam around evening maybe walk along lake side road recommending eating food basic,,,,,,,,,,
diyatha uyana,colombo,a week ago,treat self nice better alone food walk edge waters meditative nowadays breeze,,,,,,,,,,
diyatha uyana,colombo,2 years ago,parking site doesn't buy ticket enter free charge,,,,,,,,,,
diyatha uyana,colombo,5 years ago,entrance best place relaxing lot shops like flower plans clothes fishes pet foods breakfast lunch dinner tea times et,,,,,,,,,,
diyatha uyana,colombo,2 years ago,place calm surrounding adequate parking space available several food stalls plant sale stalls several handicraft stalls available near also aquarium varieties fishes,,,,,,,,,,
diyatha uyana,colombo,4 years ago,place nice calm better spend time family friends food courts available doesn't recommend wont serve 've put display money spend nice well,,,,,,,,,,
diyatha uyana,colombo,4 years ago,great place picnic loved family take photographs great backgrounds food court small aquarium stalls buy different especially plants reasonable price kid playing area available,,,,,,,,,,
diyatha uyana,colombo,4 years ago,beautiful place hangout food court variety foods choose serene beautiful landscaping variety plants ranging green shrubs cacti orchids sold,,,,,,,,,,
diyatha uyana,colombo,11 months ago,palace children natural everyone must visited time,,,,,,,,,,
diyatha uyana,colombo,2 years ago,much better place relax self busy day parking space available food court open day night time plants agriculture items available reasonable prices,,,,,,,,,,
diyatha uyana,colombo,2 years ago,gorgeous place chill work hang buddies got interesting food court nice route external areas scenic makes kind temptation see inner park,,,,,,,,,,
diyatha uyana,colombo,3 years ago,great place public park located close waters edge track mini aquarium plenty fun elements like slides climbing swings see saw et,,,,,,,,,,
diyatha uyana,colombo,5 years ago,first went place back finished ad paintings roads came construction time first newly parks constructed many people attracted,,,,,,,,,,
diyatha uyana,colombo,4 years ago,play area great food great view riverside tracks free entrance free parking clean well maintained,,,,,,,,,,
diyatha uyana,colombo,6 months ago,relaxing place especially afternoon setting got walk trails fine dining restaurants seating areas even large screen plays sports events perfect day friends,,,,,,,,,,
diyatha uyana,colombo,4 months ago,play good sections maintained main play area well kept gets crowded public holidays,,,,,,,,,,
diyatha uyana,colombo,5 months ago,lovely place hangout went friend recently space calmly walk around chat food court affordable yummy food staff friendly well kept,,,,,,,,,,
